"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Research on the Construction of Fusion System in the Field of Virtual Reality Technology and Industrial Design","X. Fang; J. Rong; Y. Deng; M. -H. Jee","Department of Industrial Design, Hanseo University, Seosan-si, Chungcheongnam-do, South Korea; Department of Industrial Design, Hanseo University, Seosan-si, Chungcheongnam-do, South Korea; Department of Industrial Design, Hanseo University, Seosan-si, Chungcheongnam-do, South Korea; Department of Industrial Design, Hanseo University, Seosan-si, Chungcheongnam-do, South Korea","2020 International Conference on Virtual Reality and Intelligent Systems (ICVRIS)","21 Sep 2021","2020","","","102","105","In order to realize the integration and development of virtual reality technology and industrial design field, and to promote the development of industrial design field towards intelligence and modernization, this paper puts forward a novel construction method of integration system of virtual reality technology and industrial design field. This construction method combines not only virtual reality technology, but also a variety of science and technology, such as Internet technology, sensor technology, big data technology and so on. In addition, the construction method can be applied to many aspects of industrial design, such as demand analysis, conceptual design, product detailed design, manufacturing, product design evaluation and so on. The research results show that the construction method can not only promote the integration and development of virtual reality technology and industrial design, but also improve the work efficiency and information level in the field of industrial design.","","978-1-7281-9636-7","10.1109/ICVRIS51417.2020.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9539280","Virtual reality technology;Industrial design;Fusion system;High and new technology","Solid modeling;Analytical models;Virtual reality;Production;Big Data;Product design;Manufacturing","CAD;production engineering computing;virtual reality","virtual reality technology;industrial design;fusion system","","","","10","IEEE","21 Sep 2021","","","IEEE","IEEE Conferences"
"COMPO*SED: Composite Parallel Coordinates for Co-Dependent Multi-Attribute Choices","L. Cibulski; T. May; J. Schmidt; J. Kohlhammer","Fraunhofer IGD, Darmstadt, Germany; Fraunhofer IGD, Darmstadt, Germany; VRVis Research Center, Vienna, Austria; Fraunhofer IGD, Darmstadt, Germany","IEEE Transactions on Visualization and Computer Graphics","","2022","PP","99","1","12","We propose Composite Parallel Coordinates, a novel parallel coordinates technique to effectively represent the interplay of component alternatives in a system. It builds upon a dedicated data model that formally describes the interaction of components. Parallel coordinates can help decision-makers identify the most preferred solution among a number of alternatives. Multi-component systems require one such multi-attribute choice for each component. Each of these choices might have side effects on the system's operability and performance, making them co-dependent. Common approaches employ complex multi-component models or involve back-and-forth iterations between single components until an acceptable compromise is reached. A simultaneous visual exploration across independently modeled but connected components is needed to make system design more efficient. Using dedicated layout and interaction strategies, our Composite Parallel Coordinates allow analysts to explore both individual properties of components as well as their interoperability and joint performance. We showcase the effectiveness of Composite Parallel Coordinates for co-dependent multi-attribute choices by means of three real-world scenarios from distinct application areas. In addition to the case studies, we reflect on observing two domain experts collaboratively working with the proposed technique and communicating along the way.","1941-0506","","10.1109/TVCG.2022.3180899","Austrian COMET-K2 program; VRVis; BMK, BMDW, Styria, SFG, Tyrol, and Vienna Business Agency(grant numbers:879730); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9792437","Multi-criteria decision-making;parallel coordinates;systems engineering design;visual exploration","System performance;Interoperability;Data models;Task analysis;Lenses;Cameras;Iterative methods","","","","","","","CCBY","9 Jun 2022","","","IEEE","IEEE Early Access Articles"
"A Framework of Instructor Support System to Improve Learning Resource Development","G. Sun; Z. Huang; L. Yue; J. Lu; Z. Xue; Q. Zhai; H. Chen; Q. Feng","School of Computer Engineering, (ZTE ICT University), Chongqing College of Humanities, Science & Technology, Chongqing, China; School of Computer Engineering, (ZTE ICT University), Chongqing College of Humanities, Science & Technology, Chongqing, China; Peter Faber Business School, Australian Catholic University, North Sydney, Australia; School of Computer Engineering, (ZTE ICT University), Chongqing College of Humanities, Science & Technology, Chongqing, China; School of Computing and Information Technology, University of Wollongong, Wollongong, Australia; School of Computing and Information Technology, University of Wollongong, Wollongong, Australia; School of Computer Engineering, (ZTE ICT University), Chongqing College of Humanities, Science & Technology, Chongqing, China; School of Computer Engineering, (ZTE ICT University), Chongqing College of Humanities, Science & Technology, Chongqing, China","2021 International Conference on Intelligent Computing, Automation and Systems (ICICAS)","7 Mar 2022","2021","","","424","429","The fast development of information technology has changed the style of learning. Not only it can provide better learning experience to learners, it can also be beneficiary to instructors who prepare and develop the learning resources. An instructor support system has been proposed for this purpose. In order to monitor students’ performance and development of online learning resources on top of the functions provided by a general Learning Management System (LMS), this study proposed a web-based instructor support system. Data import, edit and feedback are well supported in the proposed system.","","978-1-6654-2810-1","10.1109/ICICAS53977.2021.00094","Chongqing Municipal Education Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9723681","Learning Resource Development;Instructor Support;Instructional Design","Learning management systems;Electronic learning;Automation;Process control;Data visualization;Metadata;Data processing","computer aided instruction;Internet","learning resource development;learning experience;online learning resources;general learning management system;web-based instructor support system;LMS;data import","","","","17","IEEE","7 Mar 2022","","","IEEE","IEEE Conferences"
"Virtual Immersive English Teaching System Based on VR Intelligence","F. Shen","Business School, Wuhan institute of Design and Science, Wuhan, Hubei, China","2021 International Symposium on Advances in Informatics, Electronics and Education (ISAIEE)","9 Mar 2022","2021","","","236","239","Information technology is more and more widely used in the education industry, and the development of network technology enables students to realize online independent learning. There are various English teaching platforms based on the Internet, which provide functions such as knowledge point learning and online testing. But judging from the current situation, there is a problem of inattention of students. In response to the current problems in the English learning system, VR intelligent technology is introduced into the design of the English teaching system, and the student user is the center, simulating a virtual English teaching environment, providing students with a full range of services, so that students can devote their energy put it completely on classroom teaching to achieve immersive English teaching, so as to improve the efficiency of English teaching.","","978-1-6654-7874-8","10.1109/ISAIEE55071.2021.00065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9727002","VR Intelligent Technology;Virtual Immersion Teaching;English Teaching;System Design","Learning systems;Systems operation;Education;Stability analysis;Safety;Performance analysis;Internet","computer aided instruction;Internet;linguistics;teaching;virtual reality","information technology;education industry;network technology;independent learning;English teaching platforms;knowledge point learning;online testing;English learning system;VR intelligent technology;student user;virtual English teaching environment;classroom teaching;virtual immersive english teaching system","","","","12","IEEE","9 Mar 2022","","","IEEE","IEEE Conferences"
"Towards Mixed-Reality in Software Engineering of Safety-Critical Systems","E. S. Grant; A. Nag Ramaseri Chandra; W. Valentine; M. S. Velashani","School of Electrical Engineering and Computer Science, University of North Dakota, Grand Forks, USA; School of Electrical Engineering and Computer Science, University of North Dakota, Grand Forks, USA; School of Electrical Engineering and Computer Science, University of North Dakota, Grand Forks, USA; School of Electrical Engineering and Computer Science, University of North Dakota, Grand Forks, USA","2019 IEEE International Conference on Electrical, Computer and Communication Technologies (ICECCT)","17 Oct 2019","2019","","","1","6","Software engineering safety-critical systems exact a high cost because of the required system reliability. Safety-critical systems are characterized by the resulting harm or loss of life should such unanticipated system failure occur. This demand for high reliability has fostered the application of various approaches towards realizing this system reliability. Some of these approaches include model-driven development methodologies, application domain profile modeling, formal specification techniques, and various rigorous testing techniques. Software engineering researchers seek new and innovative techniques towards increasing safety-critical systems development. One emerging technique that may provide new prospects for developing highly reliable safety-critical software systems is that of mixed-reality, which is a combination of virtual and augmented realities. In this report a framework for the use of mixed-reality in safety-critical software system development is presented. This proposed mixed-reality software engineering methodology incorporates model-driven techniques along with formal specification techniques and builds on prior work in defining a model-driven software development methodology.","","978-1-5386-8158-9","10.1109/ICECCT.2019.8869427","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8869427","software engineering;formal specification;virtual reality;augmented reality;model-driven development","Unified modeling language;Software engineering;Software systems;Virtual reality;Solid modeling;Reliability","augmented reality;formal specification;safety-critical software","software engineering safety-critical systems;system reliability;unanticipated system failure;model-driven development methodologies;application domain profile modeling;formal specification techniques;highly reliable safety-critical software systems;safety-critical software system development;mixed-reality software engineering methodology;model-driven software development methodology","","","","16","","17 Oct 2019","","","IEEE","IEEE Conferences"
"Essential Technologies and Concepts for Massive Space Exploration: Challenges and Opportunities","S. T. Arzo; D. Sikeridis; M. Devetsikiotis; F. Granelli; R. Fierro; M. Esmaeili; Z. Akhavan","Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA","IEEE Transactions on Aerospace and Electronic Systems","9 Feb 2023","2023","59","1","3","29","The space industry is growing at a tremendous pace generating attraction both from the industry and academia. Various governmental and industrial institutions are embarking on new programs aiming for more exploration of the industry. The impact of recent advances in the control system, computational technology, networking, Internet of Things (IoT), robotics, manufacturing, and machine learning (ML)/artificial intelligence could further support the space industry by providing the possibility of detailed and mass exploration of the deeper space. In that regard, this article reviews this multidiscipline area from the space exploration perspectives. This article focus on the most recent advancement in the aforementioned technologies along with control system theory considering the impact of long-distance between the controlling station and the intended site of exploration. We also provided a case-study analysis for the Martian surface while identifying technical and research challenges.","1557-9603","","10.1109/TAES.2022.3169126","North Atlantic Treaty Organization(grant numbers:SPS G5428); National Science Foundation; New Mexico SMART Grid Center—EPSCoR cooperative Agreement(grant numbers:OIA-1757207); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9761732","","Space vehicles;Moon;Space exploration;Earth;Aerospace electronics;Mars;Industries","aerospace industry;industrial robots;Internet of Things;learning (artificial intelligence);Mars;production engineering computing","computational technology;control system theory;deeper space;governmental institutions;industrial institutions;Internet of Things;IoT;machine learning;manufacturing;massive space exploration;networking;robotics;space industry","","","","165","IEEE","21 Apr 2022","","","IEEE","IEEE Journals"
"Computer aided rehabilitation — Applications' lifecycle","V. Szucs; C. Sik-Lanyi","Dept. of Electrical Engineering and Information Systems, University of Pannonia, Veszprem, Hungary; Dept. of Electrical Engineering and Information Systems, University of Pannonia, Veszprem, Hungary","2017 IEEE 30th Neumann Colloquium (NC)","18 Jan 2018","2017","","","000147","000150","PC games might be developed for different aims. Mostly, the main aspect is entertainment, but instructional, pedagogical games or games supporting development are getting more widespread. The purpose is noble and there is a wide range of devices. Studies have pointed out the advantages of games using modern input devices, such as Kinect sensor, and the probable positive outcomes of therapy applications. However, only a few assessments have been created which describe the environments where these devices can be used; what are the challenges that the device version changes cause for the applicability and the opportunity for further developments. This study deals with the development tasks resulting from version update of devices and the difficulties that arise from these developments. As an example, an international project will be presented, where a modern VR based application was created for Stroke rehabilitation by using the above-mentioned sensor's first version. Furthermore, the results of a national testing phase will be shown, where based on the experiences gained by the clinical testing of some serious games a possibly new way of development has been appointed and actualized.","","978-1-5386-4636-6","10.1109/NC.2017.8263272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8263272","computer aided rehabilitation;lifecycle;adaptation of new technology;healthcare applications","Games;Software;Medical treatment;Testing;Virtual reality;Tools","interactive systems;medical computing;patient rehabilitation;serious games (computing);virtual reality","entertainment;pedagogical games;modern input devices;Kinect sensor;probable positive outcomes;therapy applications;device version changes;development tasks;version update;modern VR based application;Stroke rehabilitation;PC games;serious games;computer aided rehabilitation;applications lifecycle;VR based application","","","","9","IEEE","18 Jan 2018","","","IEEE","IEEE Conferences"
"Design of a Computer-Aided Nursing Diagnosis Framework for Internal Smart Medicine based on Information Visualization Model","Q. Zhao","Yunnan College of Business Management, Kunming, Yunnan, China","2022 3rd International Conference on Smart Electronics and Communication (ICOSEC)","22 Nov 2022","2022","","","993","996","Design of the computer-aided nursing diagnosis framework for the internal smart medicine based on information visualization model is studied in this manuscript. The designed medical equipment integrated with IoT based operation monitoring board monitors the smart ward in real time. The real-time monitoring equipment provides more active services such as status monitoring, maintenance reminders, and usage statistics. The proposed system is then processed into the data conversion service in order to encapsulate it into the corresponding type of business data. Then, through the data processing service, the encapsulated data is further processed twice according to different business logic, and finally the corresponding data model is generated in the presentation layer in order to display the required information. Finally, the proposed system is simulated.","","978-1-6654-9764-0","10.1109/ICOSEC54921.2022.9951957","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9951957","Information visualization;internal smart medicine;computer-aided nursing;intelligent diagnosis","Training;Computational modeling;Data visualization;Medical services;Management information systems;Real-time systems;Monitoring","biomedical equipment;computerised monitoring;data models;data visualisation;health care;Internet of Things;medical computing;monitoring;patient care;user interfaces","active services;board monitors;business data;computer-aided nursing diagnosis framework;data conversion service;data model;data processing service;encapsulated data;information visualization model;internal smart medicine;IoT based operation;medical equipment;real-time monitoring equipment;smart ward;status monitoring","","","","20","IEEE","22 Nov 2022","","","IEEE","IEEE Conferences"
"Research on the Application of Immersive Early Childhood Education","Z. Pan; Z. Huang; K. Gui; Z. Yao","Alibaba Business School, Hangzhou Normal University, Hangzhou, China; Alibaba Business School, Hangzhou Normal University, Hangzhou, China; School of Information Science and Engineering, Hangzhou Normal University, Hangzhou, China; School of Information Science and Engineering, Hangzhou Normal University, Hangzhou, China","2021 IEEE 7th International Conference on Virtual Reality (ICVR)","19 Jul 2021","2021","","","166","171","Preschool education has aroused extensive attention in recent years. This article researches on immersive preschool education based on virtual reality technology. Design interesting teaching tasks by analyzing the interaction requirements of the system and combining Piaget's theory of children's cognitive development to explore the application of immersive bare-hand natural interaction technology in early childhood education. The paper also settles spatial trajectory recognition to identify spatial number writing by employing multiple hidden markov model regression algorithm. Through comparative investigation, it is finally concluded that the immersive education system of this article has the advantages of strong participation, low learning burden, and strong interest.","2331-9569","978-1-6654-2309-0","10.1109/ICVR51878.2021.9483701","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9483701","virtual reality;preschool education;human-machine interaction;multiple hidden markov model regression;spatial trajectory classification","Interactive systems;Education;Software algorithms;Hidden Markov models;Virtual reality;Writing;Software","cognition;computer aided instruction;hidden Markov models;regression analysis;teaching;virtual reality","interaction requirements;design interesting teaching tasks;virtual reality technology;immersive preschool education;immersive early childhood education;immersive education system;multiple hidden markov model regression algorithm;spatial number;spatial trajectory recognition;immersive bare-hand natural interaction technology;children","","","","9","IEEE","19 Jul 2021","","","IEEE","IEEE Conferences"
"Gamifying Shooting Training in Cave Automatic Virtual Environment (CAVE)","N. I. A. Rifdi; M. S. Sunar; M. N. I. Sa’Adon","Department of Emergent Computing, Faculty of Computing, Universiti Teknologi Malaysia, Skudai, Johor, Malaysia; Department of Emergent Computing, Media and Game Innovation Centre of Excellence (MaGICX), Universiti Teknologi Malaysia, Skudai, Johor, Malaysia; Department of Emergent Computing, Media and Game Innovation Centre of Excellence (MaGICX), Universiti Teknologi Malaysia, Skudai, Johor, Malaysia","2022 2nd International Conference on Intelligent Cybernetics Technology & Applications (ICICyTA)","8 Feb 2023","2022","","","198","203","Shooting is one of the sports that demonstrate accuracy, precision, consistency with the speed of the shooter. In fact, most of the games come with several limitations especially for shooting athlete as most of shooting games are only suitable for those who like playing video games but not for sport purposes. Therefore, this paper discussed on a development of shooting game by using virtual reality with Cave Automatic Virtual Environment (CAVE). CAVE allows people to experience three dimensional spaces in the virtual world along with a safe environment in a convenient way for any purposes. There are some phases has been carried out towards the development of this project started with the documentation and research of virtual reality by using CAVE followed by the implementation of virtual reality by using CAVE in games and ended with evaluation and user acceptance test performed to measure the performance of this project. The proposed VR game is expected to enhance the user experience through usability testing and user acceptance.","","979-8-3503-9913-4","10.1109/ICICyTA57421.2022.10037856","Universiti Teknologi Malaysia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10037856","cave automatic virtual environment;virtual reality;shooting game;virtual environment;immersive technology","Training;Visualization;Video games;Virtual environments;Games;User experience;Haptic interfaces","serious games (computing);sport;user experience;virtual reality","CAVE;Cave Automatic Virtual Environment;gamifying shooting training;safe environment;shooting game;video games;virtual reality;virtual world;VR game","","","","27","IEEE","8 Feb 2023","","","IEEE","IEEE Conferences"
"Research and Design of English Auxiliary Learning System Based on Human-Computer Interaction","Y. Wang","Chaoyang Open University, Chaoyang, China","2022 Second International Conference on Advanced Technologies in Intelligent Control, Environment, Computing & Communication Engineering (ICATIECE)","24 Feb 2023","2022","","","1","4","Computer assisted English learning is a new field of English teaching assisted by computer and its software technology. With the development of computer technology and the popularity of the Internet, computer assisted English teaching has increasingly become an important means of English learning and one of the hot spots of information technology research. It will change the existing English learning environment and teaching mode, and greatly improve the efficiency of students' English learning. The research on English tutoring learning system based on intelligent algorithm is a research carried out by researchers of Ljubljana University in Slovenia. The purpose of this study is to find out how to use different methods to improve English teaching. The main goal of the project is to develop an intelligent algorithm to help teachers improve their skills and students' English teaching ability. Researchers also want to know whether there are some differences in English teaching ability among more or less trained learners.","","978-1-6654-9396-3","10.1109/ICATIECE56365.2022.10047288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10047288","English;Intelligent algorithm;learning system","Learning systems;Human computer interaction;Vocabulary;Flexible printed circuits;Education;Image annotation;Hidden Markov models","computer aided instruction;educational institutions;human computer interaction;Internet;teaching","computer technology;English auxiliary learning system;English learning;English teaching ability;English tutoring learning system;human-computer interaction;information technology research;Ljubljana University;Slovenia;software technology;students;teaching mode","","","","10","IEEE","24 Feb 2023","","","IEEE","IEEE Conferences"
"Where is Computer-Aided Design Going?","Oestreicher","Valid Logic Systems, Inc., USA","Computer","17 Jul 2006","1983","16","5","77","79","","1558-0814","","10.1109/MC.1983.1654384","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1654384","","Design automation;Logic design;Hardware;Computational modeling;Silicon compiler;Logic testing;Computer architecture;Automatic testing;System testing;Spatial databases","","","","","","","IEEE","17 Jul 2006","","","IEEE","IEEE Magazines"
"Design and Development of Web and Unity3D WebGL Based Immersive Virtual Exhibition Application","S. Setyawan; C. Tho","Computer Science Department, School of Computer Science Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science Bina Nusantara University, Jakarta, Indonesia","2022 4th International Conference on Cybernetics and Intelligent System (ICORIS)","6 Feb 2023","2022","","","1","6","Information Technologies have been significantly improved and affect human life in many aspects. One of the significant improvements is in 3D application technologies. This paper presents the development and implementation of 3D application technologies that can bring the real world to a virtual world, such as bringing the exhibition into a virtual exhibition that many people in many places can enjoy. The development focused on producing a web and Unity 3D WebGL-based application that can display exhibition objects in 3D and simplify creating virtual exhibitions. The reason for the development of the application is to accommodate exhibitions in the Pandemic era. Spiral model as an application development method was used in this development, and evaluation was conducted by using black-box testing and user interface evaluation. The result shows that both the application and 3D object run and are displayed smoothly.","","978-1-6654-5395-0","10.1109/ICORIS56080.2022.10031529","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10031529","exhibition;virtual;unity 3d WebGL;web application;3D application","Three-dimensional displays;Spirals;Pandemics;Closed box;User interfaces;Intelligent systems;Information technology","epidemics;user interfaces;virtual reality","3D object run;application development method;exhibition objects;human life;immersive virtual exhibition application;Information Technologies;Unity 3D WebGL-based application;Unity3D WebGL;virtual world","","","","14","IEEE","6 Feb 2023","","","IEEE","IEEE Conferences"
"Analysis and Design of the College Computer-Aided Instruction System Based on CAI and ICAI's","M. Yu; H. Zhang; B. Zhou","College of textile & garment, Guangzhou University, Guangzhou, China; Computer Department, Chengdu University of Information and Technology, Chengdu, China; College of Architecture and Environment, Sichuan University, Chengdu, China","2009 First International Workshop on Education Technology and Computer Science","26 May 2009","2009","2","","835","838","This paper introduced and described the status quo and goal of current Chinese colleges and universities computer assistant teaching systems from many aspects, such as explore the background, design goal, information sharing, design features, technical characteristics and environment.","","978-1-4244-3581-4","10.1109/ETCS.2009.448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4959162","CAI;ICAI system;Integration","Computer aided instruction;Educational institutions;Writing;Educational technology;Courseware;Computer science education;Information technology;Application software;Computer networks;Computational modeling","computer aided instruction","college computer-aided instruction system;Chinese colleges;universities computer assistant teaching systems;information sharing","","","","5","IEEE","26 May 2009","","","IEEE","IEEE Conferences"
"Archery Training Simulation based on Virtual Reality","F. A. Purnomo; M. Purnawati; E. H. Pratisto; T. N. Hidayat","Department of Informatics Engineering, Vocational School, Universitas Sebelas Maret, Surakarta; Department of Informatics Engineering, Universitas Sebelas Maret, Surakarta, Indonesia; Department of Informatics Engineering, Vocational School, Universitas Sebelas Maret, Surakarta, Indonesia; Department of Informatics Engineering, Vocational School, Universitas Sebelas Maret, Surakarta, Indonesia","2022 1st International Conference on Smart Technology, Applied Informatics, and Engineering (APICS)","25 Oct 2022","2022","","","195","198","This study presents the design of a virtual reality simulator for conventional archery. Traditional archers aim for specified targets. The user must have good body position and perform identical movements when drawing the bow to achieve good shooting outcomes. The designed VR application delivers a virtual archery experience and allows users to learn and practice traditional archery motion sequences in a virtual environment. We use Oculus Rift S to provide a natural movement in archery. The testing phase covers VR assessment from three aspects (navigation, interaction, application process and satisfaction).","","978-1-6654-8985-0","10.1109/APICS56469.2022.9918716","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9918716","virtual reality;training;archery","Training;Solid modeling;Navigation;Virtual environments;Informatics;Testing","computer based training;computer simulation;sport;virtual reality","archery training simulation;virtual reality simulator;conventional archery;traditional archers;specified targets;VR application;virtual archery experience;virtual environment;VR assessment;Oculus Rift S","","","","23","IEEE","25 Oct 2022","","","IEEE","IEEE Conferences"
"Cloud-Based Software Development Lifecycle: A Simplified Algorithm for Cloud Service Provider Evaluation with Metric Analysis","S. S; N. S. Ramaiah","Computer Science & Engineering, Jain (Deemed-to-be University), Bangalore, India; Computer Science & Engineering, Jain (Deemed-to-be University), Bangalore, India","Big Data Mining and Analytics","26 Jan 2023","2023","6","2","127","138","At present, hundreds of cloud vendors in the global market provide various services based on a customer's requirements. All cloud vendors are not the same in terms of the number of services, infrastructure availability, security strategies, cost per customer, and reputation in the market. Thus, software developers and organizations face a dilemma when choosing a suitable cloud vendor for their developmental activities. Thus, there is a need to evaluate various cloud service providers (CSPs) and platforms before choosing a suitable vendor. Already existing solutions are either based on simulation tools as per the requirements or evaluated concerning the quality of service attributes. However, they require more time to collect data, simulate and evaluate the vendor. The proposed work compares various CSPs in terms of major metrics, such as establishment, services, infrastructure, tools, pricing models, market share, etc., based on the comparison, parameter ranking, and weightage allocated. Furthermore, the parameters are categorized depending on the priority level. The weighted average is calculated for each CSP, after which the values are sorted in descending order. The experimental results show the unbiased selection of CSPs based on the chosen parameters. The proposed parameter-ranking priority level weightage (PRPLW) algorithm simplifies the selection of the best-suited cloud vendor in accordance with the requirements of software development.","2096-0654","","10.26599/BDMA.2022.9020016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10026515","cloud-based software development life cycle (SDLC);cloud evaluation;parameter-ranking priority level weightage (PRPLW) algorithm;cloud service providers;software engineering","Measurement;Software algorithms;Globalization;Quality of service;Pricing;Organizations;Software","cloud computing;software development management","cloud service provider evaluation;cloud-based software development lifecycle;CSP;global market;metric analysis;parameter-ranking priority level weightage algorithm;software developers","","","","16","","26 Jan 2023","","","TUP","TUP Journals"
"Fun Learning with Flashcard using Augmented Reality for Learning Daily Prayers of Kindergarten Students","W. N. Hidayat; H. Damayanti; L. S. Pratiwi; T. A. Sutikno; S. Patmanthara","Department of Electrical Engineering, Universitas Negeri Malang, Malang, Indonesia; Department of Electrical Engineering, Universitas Negeri Malang, Malang, Indonesia; Department of Electrical Engineering, Universitas Negeri Malang, Malang, Indonesia; Department of Electrical Engineering, Universitas Negeri Malang, Malang, Indonesia; Department of Electrical Engineering, Universitas Negeri Malang, Malang, Indonesia","2020 3rd International Conference on Computer and Informatics Engineering (IC2IE)","4 Dec 2020","2020","","","349","354","Prayer learning is one of the biggest contributors to improving early childhood memorization skills. Prayer learning for kindergarten students is still monotonous and unattractive. Especially during the C-19 pandemic, students cannot memorize together with their classmates. Therefore, there is a need for learning media that can help students to learn and memorize with fun and interesting. The purpose of developing daily prayer learning media by utilizing Augmented Reality (AR) based flash card images is to make it easier for kindergarten students to learn more interesting and interactive prayers. The flash card is an AR marker that can be scanned through the application and brings up videos and 3D animations of daily prayer learning. That way, students become more interested in having interactive multimedia assistance. Media development is carried out with the waterfall method, which is preceded by the need analysis to trials application. Media testing was carried out by individual testing using a questionnaire with two aspects, namely software engineering aspects and visual communication aspects. Overall, media development is in accordance with user needs and can run well on the Android smartphone platform. Based on the results of the media expert's validation, this media was declared valid with a value of the software engineering aspect and the visual communication aspect of 86%. In the future, a large-scale trial will be conducted to determine the effectiveness of the learning implementation using this media.","","978-1-7281-8247-6","10.1109/IC2IE50715.2020.9274671","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274671","daily prayer learning;mobile learning;augmented reality;flashcard;3d animation","Augmented reality;Media;Three-dimensional displays;Education;Testing;Games;Videos","augmented reality;computer aided instruction;computer animation;mobile computing;multimedia computing;smart phones;software engineering;user interfaces","augmented reality based flash card;learning implementation;media expert;visual communication aspect;software engineering aspect;media testing;media development;interactive prayers;interesting prayers;daily prayer learning media;early childhood memorization skills;kindergarten students;daily prayers;fun learning","","","","15","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"An Advanced Distributed Backup Power Design with Lithium Iron Phosphate Battery for Data Center Energy Efficiency","S. Li; Q. Fu; G. Chen; Y. Li; J. Zhang; L. Feng; J. Liu; C. Zhou; A. Liang; H. Zhou; N. Ahuja; Q. Qiao",JD Technology Group; JD Technology Group; JD Technology Group; JD Technology Group; Intel Corporation; Intel Corporation; Intel Corporation; Intel Corporation; Intel Corporation; Intel Corporation; Intel Corporation; Intel Corporation,"2021 20th IEEE Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems (iTherm)","9 Aug 2021","2021","","","563","567","Data centers have a huge impact on the world we live in. Today data centers account for 3% of the global electricity supply and consume more power than the total of some country consumption. Data centers also contribute 2% of the total global greenhouse gas emissions. Data center's energy efficiency is the eternal hot research and engineering hot topic. In this paper, an advanced distributed power backup battery power system (BBS) design is introduced, also engineering comparison between lead-acid battery (VRLA), lithium iron phosphate battery (LFP) and ternary lithium-ion battery (NCM) is detailed listed with key parameters. Moreover, this paper has proved the best engineering practice of using the cylindrical lithium iron phosphate (LiFePO4) battery for BBS design optimization considering the reliability, cost saving, and energy efficiency of data center deployment in a large scale. Engineering work summarized in this paper includes a serial of related tests of the electrical performance, life cycle and reliability items, and the corresponding test results reaching design targets of power supply capacity, energy efficiency improvement for data center which eventually contributed a total cost ownership (TCO) saving. The theoretical basis, proto product, engineering test result and deployment analysis of LiFePO4 battery backup power system is data-proved reference for ecosystem in their new data center construction.","2694-2135","978-1-7281-8539-2","10.1109/ITherm51669.2021.9503303","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9503303","Lithium iron phosphate;Battery;UPS;BBS","Data centers;Thermomechanical processes;Lithium;Reliability engineering;Iron;Energy efficiency;Batteries","air pollution control;computer centres;energy conservation;iron compounds;lithium compounds;reliability;secondary cells","advanced distributed backup power design;data center energy efficiency;global electricity supply;total global greenhouse gas emissions;cylindrical lithium iron phosphate battery;BBS design optimization;power supply capacity;cost saving;electrical performance;total cost ownership saving;TCO;LiFePO4","","","","5","IEEE","9 Aug 2021","","","IEEE","IEEE Conferences"
